ID, UPDATE, DatetimeUTC, TimestampUTC, N_N71, BaB_A91, BaG_A91, BaR_A91, BsB0_S11, BsG0_S11, BsR0_S11, BbsB0_S11, BbsG0_S11, BbsR0_S11, BaB0_A11, BaB0_A12, BaG0_A11, BaG0_A12, BaR0_A11, BaR0_A12, BsB1_S11, BsG1_S11, BsR1_S11, BbsB1_S11, BbsG1_S11, BbsR1_S11, BaB1_A11, BaB1_A12, BaB1_A91, BaG1_A11, BaG1_A12, BaG1_A91, BaR1_A11, BaR1_A12, BaR1_A91, T0_S11, U0_S11, P0_S11, T1_S11, U1_S11, P1_S11, Ng_N71, BaBg_A91, BaGg_A91, BaRg_A91, BsB0g_S11, BsG0g_S11, BsR0g_S11, BbsB0g_S11, BbsG0g_S11, BbsR0g_S11, BaB0g_A11, BaB0g_A12, BaG0g_A11, BaG0g_A12, BaR0g_A11, BaR0g_A12, BsB1g_S11, BsG1g_S11, BsR1g_S11, BbsB1g_S11, BbsG1g_S11, BbsR1g_S11, BaB1g_A11, BaB1g_A12, BaB1g_A91, BaG1g_A11, BaG1g_A12, BaG1g_A91, datacol, BaR1g_A11, BaR1g_A12, BaR1g_A91, T0g_S11, U0g_S11, P0g_S11, T1g_S11, U1g_S11, P1g_S11, NN_N71, BaBN_A91, BaGN_A91, BaRN_A91, BsB0N_S11, BsG0N_S11, BsR0N_S11, BbsB0N_S11, BbsG0N_S11, BbsR0N_S11, BaB0N_A11, BaB0N_A12, BaG0N_A11, BaG0N_A12, BaR0N_A11, BaR0N_A12, BsB1N_S11, BsG1N_S11, BsR1N_S11, BbsB1N_S11, BbsG1N_S11, BbsR1N_S11, BaB1N_A11, BaB1N_A12, BaB1N_A91, BaG1N_A11, BaG1N_A12, BaG1N_A91, BaR1N_A11, BaR1N_A12, BaR1N_A91, T0N_S11, U0N_S11, P0N_S11, T1N_S11, U1N_S11, P1N_S11, Ba1_A81, Ba2_A81, Ba3_A81, Ba4_A81, Ba5_A81, Ba6_A81, Ba7_A81, X1_A81, X2_A81, X3_A81, X4_A81, X5_A81, X6_A81, X7_A81
88144, 0, 2019-01-21T23:00:00.000Z, 20190121150000, 856.1, 4.15, 3.55, 2.58, -0.2, -0.05, 0, -0.08, -0.02, 0, 5.89, 5.57, 5.15, 4.82, 4.03, 3.58, 0.06, 0.05, 0.05, 0.03, 0.02, 0.02, 5.15, 5.03, , 4.47, 4.34, , 3.4, 3.2, , 20.6, 21.7, 718.6, 20.6, 22, 713.2, 25.1, 0.3, 0.24, 0.19, 0.01, 0, 0, 0, 0, 0, 0.17, 0.21, 0.1, 0.22, 0.06, 0.16, 0, 0, 0, 0, 0, 0, 0.25, 0.31, , 0.07, 0.2, , , 0.04, 0.28, , 0.1, 0.3, 1.4, 0, 0.2, 0.5, 60, 58, 58, 58, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 10.87, 9.42, 8.47, 7.88, 6.94, 5.14, 4.56, 0.273, 0.3, 0.299, 0.311, 0.311, 0.311, 0.296
88145, 0, 2019-01-22T00:00:00.000Z, 20190121160000, 857.4, 4.12, 3.52, 2.56, -0.21, -0.05, 0, -0.08, -0.02, 0, 6, 5.72, 5.14, 4.95, 4.12, 3.69, 0.08, 0.05, 0.05, 0.04, 0.02, 0.02, 5.11, 4.84, , 4.39, 4.17, , 3.5, 3.08, , 20.6, 22.6, 718.4, 20.6, 21.9, 713, 13.8, 0.37, 0.3, 0.2, 0, 0, 0, 0, 0, 0, 0.16, 0.25, 0.07, 0.19, 0.08, 0.24, 0.01, 0, 0, 0, 0, 0, 0.21, 0.48, , 0.17, 0.38, , , 0.17, 0.33, , 0, 0.4, 1.5, 0.1, 0.7, 0.6, 60, 57, 57, 57, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 30, 30, 30, 10.53, 9.14, 8.25, 7.5, 6.69, 4.94, 4.39, 0.263, 0.289, 0.288, 0.302, 0.297, 0.291, 0.277
88146, 0, 2019-01-22T01:00:00.000Z, 20190121170000, 944.2, 4.18, 3.57, 2.58, -0.22, -0.11, -0.05, -0.08, -0.04, -0.02, 5.83, 5.42, 5, 4.68, 4.02, 3.48, 0.05, 0, 0, 0.02, 0, 0, 5.38, 5.26, , 4.64, 4.54, , 3.66, 3.35, , 20.5, 22, 717.9, 20.6, 22.3, 712.6, 100.9, 0.44, 0.34, 0.25, 0, 0, 0, 0, 0, 0, 0.17, 0.39, 0.25, 0.32, 0.17, 0.3, 0, 0, 0, 0, 0, 0, 0.16, 0.29, , 0.04, 0.3, , , 0.03, 0.32, , 0, 0.3, 1.4, 0.1, 0.3, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 10.6, 9.2, 8.34, 7.58, 6.86, 5.15, 4.58, 0.265, 0.292, 0.293, 0.302, 0.304, 0.305, 0.29
88147, 0, 2019-01-22T02:00:00.000Z, 20190121180000, 919.5, 4.41, 3.77, 2.73, -0.17, -0.11, -0.05, -0.07, -0.04, -0.02, 6.19, 5.93, 5.39, 5.13, 4.24, 3.82, 0.09, 0, 0, 0.04, 0, 0, 5.51, 5.49, , 4.78, 4.75, , 3.8, 3.51, , 20.5, 23, 717.7, 20.5, 23.2, 712.4, 29.4, 0.36, 0.29, 0.22, 0.01, 0, 0, 0, 0, 0, 0.16, 0.3, 0.15, 0.28, 0.21, 0.25, 0.01, 0, 0, 0, 0, 0, 0.34, 0.25, , 0.22, 0.23, , , 0.13, 0.22, , 0.1, 0.2, 1.4, 0, 0.2, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 11.02, 9.68, 8.77, 7.96, 7.27, 5.48, 4.86, 0.274, 0.304, 0.306, 0.316, 0.318, 0.322, 0.308
88148, 0, 2019-01-22T03:00:00.000Z, 20190121190000, 909.3, 3.73, 3.19, 2.31, -0.22, -0.11, -0.05, -0.09, -0.04, -0.02, 6.9, 6.52, 5.94, 5.66, 4.73, 4.25, 0.05, 0, 0, 0.02, 0, 0, 5.9, 5.86, , 5.1, 5.09, , 4.09, 3.8, , 20.5, 24.7, 717.4, 20.5, 25.1, 712.2, 17, 0.52, 0.43, 0.32, 0.01, 0, 0, 0, 0, 0, 0.1, 0.24, 0.11, 0.21, 0.22, 0.2, 0, 0, 0, 0, 0, 0, 0.05, 0.18, , 0.1, 0.15, , , 0.06, 0.21, , 0, 0.4, 1.4, 0.1, 0.4, 0.6, 60, 55, 55, 55, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 30, 30, 30, 11.46, 10.21, 9.38, 8.48, 7.93, 6.04, 5.38, 0.287, 0.325, 0.329, 0.345, 0.352, 0.359, 0.348
88149, 0, 2019-01-22T04:00:00.000Z, 20190121200000, 923.3, 2.62, 2.23, 1.62, -0.16, -0.11, -0.05, -0.06, -0.04, -0.02, 6.84, 6.58, 5.96, 5.73, 4.71, 4.32, -0.05, 0, 0, 0.06, 0, 0, 5.9, 5.85, , 5.16, 5.07, , 4.07, 3.8, , 20.5, 26.1, 717.2, 20.5, 26.3, 712, 13.2, 0.28, 0.26, 0.18, 0, 0, 0, 0, 0, 0, 0.14, 0.15, 0.21, 0.12, 0.18, 0.19, 0.05, 0, 0, 0, 0, 0, 0.07, 0.22, , 0.09, 0.14, , , 0.06, 0.13, , 0, 0.2, 1.4, 0.1, 0.1, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 11.01, 9.9, 9.13, 8.27, 7.75, 5.96, 5.31, 0.277, 0.316, 0.323, 0.338, 0.346, 0.356, 0.343
88150, 0, 2019-01-22T05:00:00.000Z, 20190121210000, 922.2, 2.74, 2.34, 1.7, -0.2, -0.11, -0.05, -0.08, -0.04, -0.02, 6.5, 6.24, 5.74, 5.42, 4.58, 4.08, 0.01, 0, 0, 0.03, 0, 0, 5.48, 5.4, , 4.73, 4.67, , 3.79, 3.46, , 20.4, 26.4, 717.1, 20.5, 25.3, 711.9, 17.1, 0.28, 0.26, 0.19, 0.01, 0, 0, 0, 0, 0, 0.13, 0.17, 0.04, 0.17, 0.14, 0.19, 0.03, 0, 0, 0, 0, 0, 0.07, 0.19, , 0.12, 0.19, , , 0.05, 0.25, , 0, 0.2, 1.4, 0, 0.3, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 13.15, 11.13, 9.89, 8.87, 7.82, 5.84, 4.99, 0.322, 0.348, 0.342, 0.347, 0.349, 0.343, 0.321
88151, 0, 2019-01-22T06:00:00.000Z, 20190121220000, 911.8, 2.82, 2.4, 1.74, -0.21, -0.11, -0.05, -0.08, -0.04, -0.02, 6.11, 5.89, 5.33, 5.11, 4.22, 3.83, 0, 0, -0.03, 0, 0, -0.02, 5.49, 5.38, , 4.73, 4.64, , 3.8, 3.43, , 20.4, 25.4, 717.1, 19.9, 25.9, 712.1, 10, 0.16, 0.15, 0.12, 0, 0, 0, 0, 0, 0, 0.21, 0.21, 0.05, 0.15, 0.14, 0.17, 0.03, 0, 0.01, 0.02, 0, 0.01, 0.09, 0.18, , 0.06, 0.16, , , 0.08, 0.23, , 0, 0.1, 1.5, 0.3, 0.5, 0.6, 60, 55, 55, 55, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 30, 30, 30, 14.23, 12.01, 10.66, 9.65, 8.2, 6.47, 5.58, 0.356, 0.38, 0.373, 0.376, 0.365, 0.379, 0.356
88152, 0, 2019-01-22T07:00:00.000Z, 20190121230000, 910.6, 3.25, 2.78, 2.01, -0.22, -0.05, -0.05, -0.08, -0.02, -0.02, , 5.85, , 5.09, , 3.78, -0.09, -0.04, -0.04, -0.04, -0.02, -0.02, , 5.43, , , 4.74, , , 3.5, , 19.1, 27.6, 716.7, 18, 24.8, 711.2, 12.6, 0.43, 0.37, 0.28, 0, 0, 0, 0, 0, 0, , 0.75, , 0.61, , 0.49, 0, 0, 0, 0, 0, 0, , 0.09, , , 0.24, , , , 0.19, , 0.2, 0.5, 1.9, 0.2, 2.8, 0.9, 60, 38, 38, 38, 9, 9, 9, 9, 9, 9, , 9, , 9, , 9, 7, 7, 7, 7, 7, 7, , 7, , , 7, , , 7, , 15, 15, 15, 29, 29, 29, 14.19, 12.06, 10.8, 9.57, 8.21, 6.69, 5.72, 0.356, 0.385, 0.381, 0.375, 0.368, 0.4, 0.368
88153, 0, 2019-01-22T08:00:00.000Z, 20190122000000, 873.3, 4.16, 3.57, 2.59, -0.24, -0.13, -0.04, -0.09, -0.05, -0.02, 6.25, 5.93, 5.42, 5.15, 4.36, 3.87, -0.05, -0.01, 0, -0.02, -0.01, 0, 5.25, 5.15, , 4.5, 4.44, , 3.63, 3.3, , 17.4, 29.2, 717.8, 16.8, 29.8, 713, 12.2, 0.24, 0.18, 0.14, 0.03, 0.03, 0.01, 0.01, 0.01, 0, 0.14, 0.36, 0.32, 0.27, 0.24, 0.23, 0.01, 0.01, 0, 0.01, 0.01, 0, 0.12, 0.37, , 0.09, 0.31, , , 0.08, 0.36, , 0.2, 0.7, 1.5, 0.2, 0.7, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 12.55, 10.55, 9.31, 8.25, 6.79, 5.35, 4.52, 0.318, 0.339, 0.33, 0.316, 0.307, 0.32, 0.289
88154, 0, 2019-01-22T09:00:00.000Z, 20190122010000, 820, 3.98, 3.41, 2.49, -0.18, -0.06, 0, -0.07, -0.02, 0, 5.74, 5.58, 4.97, 4.84, 4.03, 3.61, 0.05, 0.04, 0.05, 0.02, 0.02, 0.02, 4.53, 4.79, , 3.99, 4.16, , 3.13, 3.11, , 16.3, 31.2, 718.1, 16.1, 32.9, 713.1, 24.6, 0.37, 0.3, 0.23, 0.01, 0.01, 0, 0.01, 0, 0, 0.25, 0.43, 0.29, 0.41, 0.21, 0.33, 0.01, 0, 0, 0, 0, 0, 0.26, 0.33, , 0.21, 0.27, , , 0.25, 0.31, , 0.1, 0.4, 1.4, 0, 0.6, 0.5, 60, 50, 50, 50, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 27, , 3, 27, , 3, 27, , 29, 29, 29, 29, 29, 29, 11.54, 9.8, 8.65, 7.65, 6.75, 4.92, 4.29, 0.292, 0.314, 0.308, 0.308, 0.301, 0.3, 0.277
88155, 0, 2019-01-22T10:00:00.000Z, 20190122020000, 753, 3.57, 3.06, 2.23, -0.16, -0.08, 0, -0.06, -0.03, 0, 4.95, 5.13, 4.34, 4.48, 3.42, 3.39, 0.15, 0.06, 0.04, 0.08, 0.03, 0.02, 4.31, 4.24, , 3.73, 3.7, , 2.94, 2.79, , 16.5, 34.6, 718.4, 17.4, 32.9, 713.2, 23.1, 0.59, 0.43, 0.32, 0.03, 0.02, 0, 0.01, 0.01, 0, 0.73, 0.56, 0.56, 0.56, 0.4, 0.43, 0.02, 0.02, 0, 0.01, 0.01, 0, 0.57, 0.61, , 0.48, 0.48, , , 0.37, 0.45, , 0.2, 0.5, 1.4, 0.2, 0.6, 0.5, 60, 58, 58, 58, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 9.72, 8.39, 7.4, 6.77, 6.29, 4.08, 3.68, 0.246, 0.269, 0.263, 0.279, 0.285, 0.252, 0.243
88156, 0, 2019-01-22T11:00:00.000Z, 20190122030000, 786.4, 3.69, 3.18, 2.31, -0.12, -0.08, -0.05, -0.05, -0.03, -0.02, 5.33, 5.23, 4.72, 4.57, 3.66, 3.46, 0.16, 0.05, 0.05, 0.09, 0.02, 0.02, 3.99, 4.47, , 3.45, 3.89, , 2.69, 2.91, , 18, 32.4, 718.2, 18.7, 31.3, 713, 18.9, 0.79, 0.61, 0.46, 0.03, 0.03, 0.01, 0.01, 0.01, 0.01, 0.27, 0.82, 0.29, 0.73, 0.03, 0.63, 0.02, 0.02, 0, 0.01, 0.01, 0, 0.71, 0.99, , 0.56, 0.78, , , 0.56, 0.58, , 0.2, 1.2, 1.4, 0.2, 0.9, 0.5, 60, 58, 58, 58, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 9.7, 8.37, 7.45, 6.76, 6.2, 4.04, 3.58, 0.25, 0.274, 0.268, 0.276, 0.284, 0.249, 0.239
88157, 0, 2019-01-22T12:00:00.000Z, 20190122040000, 807.7, 3.06, 2.62, 1.91, -0.13, -0.03, -0.05, -0.05, -0.01, -0.02, 4.74, 4.2, 4.12, 3.63, 3.28, 2.72, 0.18, 0.13, 0, 0.08, 0.05, 0, 2.42, 3.45, , 2.18, 2.98, , 1.59, 2.21, , 19.2, 29.1, 717.8, 19.6, 26.8, 712.4, 8.3, 1.22, 0.96, 0.69, 0.02, 0.01, 0, 0.01, 0.01, 0, 0.45, 1.23, 0.54, 1.05, 0.43, 0.81, 0.02, 0.01, 0, 0.01, 0.01, 0, 0.09, 1.32, , 0.13, 1.13, , , 0.21, 0.82, , 0.2, 1.1, 1.4, 0.1, 1.3, 0.6, 60, 58, 58, 58, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 27, , 3, 27, , 3, 27, , 29, 29, 29, 29, 29, 29, 7.99, 6.74, 5.88, 5.24, 4.72, 3.06, 2.66, 0.2, 0.217, 0.213, 0.214, 0.219, 0.187, 0.179
88158, 0, 2019-01-22T13:00:00.000Z, 20190122050000, 854.9, 2.9, 2.48, 1.79, -0.18, -0.11, -0.05, -0.07, -0.04, -0.02, 3.88, 3.82, 3.25, 3.19, 2.63, 2.37, 0.1, 0.04, 0.01, 0.05, 0.02, 0, 3.34, 3.37, , 2.9, 2.83, , 2.31, 2.08, , 19.8, 26, 717.4, 20.1, 25.3, 712, 35.3, 1.55, 1.16, 0.86, 0.01, 0, 0, 0, 0, 0, 1.72, 0.16, 1.62, 0.13, 1.37, 0.18, 0, 0, 0.01, 0, 0, 0, 0.99, 0.19, , 0.84, 0.19, , , 0.67, 0.21, , 0.1, 0.7, 1.4, 0.1, 0.7, 0.5, 60, 58, 58, 58, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 7.52, 6.33, 5.46, 4.71, 4.51, 3, 2.67, 0.2, 0.21, 0.206, 0.217, 0.216, 0.198, 0.187
88159, 0, 2019-01-22T14:00:00.000Z, 20190122060000, 979.1, 2.9, 2.47, 1.79, -0.17, -0.06, -0.02, -0.07, -0.02, -0.01, 3.63, 3.69, 3.17, 3.13, 2.44, 2.32, 0.11, 0.08, 0.03, 0.05, 0.03, 0.02, 3.31, 3.57, , 2.9, 3.02, , 2.2, 2.23, , 20.2, 25.8, 717, 20.4, 25.9, 711.7, 52.5, 1.43, 1.07, 0.8, 0.01, 0, 0, 0, 0, 0, 0.63, 0.38, 0.57, 0.34, 0.38, 0.33, 0.01, 0.01, 0, 0, 0, 0, 0.37, 0.17, , 0.21, 0.16, , , 0.23, 0.21, , 0.1, 1.3, 1.4, 0.1, 1.1, 0.6, 60, 57, 57, 57, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 30, 30, 30, 7.95, 6.76, 5.97, 5.18, 4.86, 3.28, 2.84, 0.192, 0.21, 0.206, 0.206, 0.214, 0.198, 0.189
88160, 0, 2019-01-22T15:00:00.000Z, 20190122070000, 979.1, 2.81, 2.4, 1.74, -0.18, -0.11, -0.05, -0.07, -0.04, -0.02, 4.47, 3.88, 3.84, 3.31, 3.07, 2.48, 0.09, 0.04, 0, 0.05, 0.02, 0, 2.73, 3.19, , 2.33, 2.71, , 1.74, 2.01, , 20.4, 26.1, 716.8, 20.6, 24.8, 711.6, 26.3, 0.83, 0.65, 0.47, 0.01, 0, 0, 0, 0, 0, 0.38, 0.14, 0.33, 0.16, 0.28, 0.16, 0.01, 0, 0, 0, 0, 0, 0.44, 0.21, , 0.41, 0.22, , , 0.25, 0.27, , 0.1, 0.5, 1.4, 0.1, 0.9, 0.5, 60, 58, 58, 58, 27, 27, 27, 27, 27, 27, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 27, , 3, 27, , 3, 27, , 30, 30, 30, 29, 29, 29, 7.33, 6.17, 5.45, 4.94, 4.31, 2.96, 2.57, 0.194, 0.205, 0.201, 0.201, 0.204, 0.19, 0.177
88161, 0, 2019-01-22T16:00:00.000Z, 20190122080000, 965.4, 2.87, 2.44, 1.76, -0.2, -0.11, -0.05, -0.08, -0.04, -0.02, 4.11, 3.61, 3.52, 3.08, 2.76, 2.3, 0.08, 0.04, 0, 0.04, 0.02, 0, 3.78, 3.55, , 3.23, 3.02, , 2.69, 2.23, , 20.6, 23.9, 716.8, 20.8, 24.3, 711.6, 38.6, 1.08, 0.84, 0.61, 0.01, 0, 0, 0, 0, 0, 0.3, 0.2, 0.1, 0.2, 0.23, 0.22, 0, 0, 0, 0, 0, 0, 0.17, 0.26, , 0.19, 0.26, , , 0.04, 0.27, , 0.1, 0.6, 1.4, 0.1, 1.1, 0.5, 60, 58, 58, 58, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 27, , 3, 27, , 3, 27, , 29, 29, 29, 29, 29, 29, 7.93, 6.8, 6.07, 5.72, 4.99, 3.68, 3.26, 0.195, 0.213, 0.21, 0.217, 0.218, 0.208, 0.202
88162, 0, 2019-01-22T17:00:00.000Z, 20190122090000, 995.2, 3.17, 2.69, 1.94, -0.2, -0.1, -0.05, -0.08, -0.04, -0.02, 4.88, 4.45, 4.25, 3.81, 3.26, 2.84, 0.08, 0.04, 0, 0.04, 0.02, 0, 3.89, 3.88, , 3.32, 3.3, , 2.58, 2.43, , 20.8, 25.3, 716.8, 20.8, 22, 711.5, 33.8, 0.53, 0.42, 0.33, 0.01, 0, 0, 0, 0, 0, 0.42, 0.18, 0.34, 0.18, 0.28, 0.22, 0, 0, 0, 0, 0, 0, 0.17, 0.17, , 0.08, 0.19, , , 0.28, 0.18, , 0, 0.8, 1.5, 0.1, 1.1, 0.6, 60, 57, 57, 57, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 27, , 3, 27, , 3, 27, , 29, 29, 29, 30, 30, 30, 8.56, 7.13, 6.34, 5.81, 4.96, 3.58, 3.06, 0.211, 0.223, 0.218, 0.221, 0.216, 0.212, 0.198
88163, 0, 2019-01-22T18:00:00.000Z, 20190122100000, 935.8, 3.35, 2.85, 2.05, -0.17, -0.1, -0.05, -0.07, -0.04, -0.02, 4.66, 4.52, 4.08, 3.87, 3.2, 2.88, 0.08, 0.04, 0, 0.04, 0.02, 0, 4.18, 4.12, , 3.65, 3.5, , 2.83, 2.57, , 20.8, 20.9, 716.7, 20.8, 20.2, 711.5, 74.6, 0.92, 0.72, 0.5, 0.01, 0.01, 0, 0, 0, 0, 0.09, 0.37, 0.32, 0.38, 0.33, 0.32, 0, 0, 0, 0, 0, 0, 0.73, 0.21, , 0.65, 0.21, , , 0.63, 0.26, , 0, 0.8, 1.4, 0.1, 1.4, 0.5, 60, 58, 58, 58, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 9.02, 7.46, 6.5, 5.86, 5.22, 3.67, 3.1, 0.225, 0.24, 0.236, 0.232, 0.236, 0.234, 0.217
88164, 0, 2019-01-22T19:00:00.000Z, 20190122110000, 890.3, 4.08, 3.45, 2.44, -0.19, -0.1, -0.05, -0.07, -0.04, -0.02, 4.86, 4.83, 4.2, 4.11, 3.28, 3.04, 0.07, 0.04, 0, 0.03, 0.02, 0, 5.07, 4.89, , 4.45, 4.17, , 3.52, 3.06, , 20.8, 18.6, 716.7, 20.8, 17.4, 711.6, 44, 0.51, 0.46, 0.42, 0.01, 0, 0, 0, 0, 0, 0.26, 0.28, 0.37, 0.23, 0.27, 0.23, 0, 0, 0, 0, 0, 0, 0.68, 0.25, , 0.57, 0.23, , , 0.61, 0.25, , 0, 1.1, 1.4, 0, 0.8, 0.5, 60, 59, 59, 59, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 10.33, 8.73, 7.7, 6.8, 5.9, 4.4, 3.87, 0.251, 0.27, 0.267, 0.272, 0.265, 0.27, 0.255
88165, 0, 2019-01-22T20:00:00.000Z, 20190122120000, 947.6, 4.54, 3.83, 2.72, -0.19, -0.11, -0.05, -0.07, -0.04, -0.02, 6.23, 5.7, 5.38, 4.87, 4.16, 3.61, 0.07, 0.04, 0, 0.03, 0.02, 0, 5.13, 5.08, , 4.48, 4.34, , 3.45, 3.2, , 20.7, 17.9, 716.7, 20.7, 18.2, 711.5, 23.9, 0.17, 0.15, 0.15, 0.01, 0, 0, 0, 0, 0, 0.2, 0.24, 0.2, 0.21, 0.05, 0.2, 0, 0, 0, 0, 0, 0, 0.41, 0.19, , 0.35, 0.13, , , 0.38, 0.24, , 0.1, 0.5, 1.4, 0, 0.2, 0.5, 60, 58, 58, 58, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 27, , 3, 27, , 3, 27, , 29, 29, 29, 29, 29, 29, 10.82, 9.13, 8.15, 7.3, 6.43, 4.78, 4.16, 0.272, 0.29, 0.287, 0.295, 0.283, 0.283, 0.265
88166, 0, 2019-01-22T21:00:00.000Z, 20190122130000, 903.7, 4.26, 3.59, 2.55, -0.2, -0.1, -0.05, -0.08, -0.04, -0.02, 5.92, 5.44, 5.13, 4.65, 3.97, 3.45, 0.06, 0.05, 0, 0.03, 0.02, 0, 4.27, 4.6, , 3.68, 3.93, , 2.84, 2.89, , 20.6, 18.3, 716.5, 20.6, 17.2, 711.3, 9, 0.24, 0.22, 0.2, 0, 0, 0, 0, 0, 0, 0.11, 0.15, 0.18, 0.21, 0.07, 0.17, 0, 0, 0, 0, 0, 0, 0.43, 0.27, , 0.45, 0.26, , , 0.46, 0.3, , 0, 0.3, 1.4, 0, 0.5, 0.5, 60, 58, 58, 58, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 9.79, 8.27, 7.38, 6.51, 5.65, 4.31, 3.72, 0.248, 0.267, 0.263, 0.263, 0.255, 0.262, 0.245
88167, 0, 2019-01-22T22:00:00.000Z, 20190122140000, 940, 3.77, 3.19, 2.27, -0.21, -0.09, -0.05, -0.08, -0.03, -0.02, 5.31, 4.67, 4.53, 4, 3.6, 2.96, 0.06, 0.05, 0, 0.03, 0.02, 0, 4.26, 4.32, , 3.7, 3.69, , 2.89, 2.72, , 20.6, 16.4, 716.4, 20.6, 16.6, 711.3, 29, 0.18, 0.18, 0.17, 0.01, 0.01, 0, 0, 0.01, 0, 0.2, 0.21, 0.1, 0.2, 0.11, 0.17, 0, 0, 0, 0, 0, 0, 0.14, 0.23, , 0.12, 0.2, , , 0.06, 0.24, , 0, 0.2, 1.4, 0, 0.3, 0.5, 60, 55, 55, 55, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 8.92, 7.58, 6.8, 5.94, 5.39, 4.12, 3.58, 0.221, 0.238, 0.238, 0.242, 0.237, 0.245, 0.229
